#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"30617","2000-067A",26580,"PAYLOAD","AMC-6 (GE-6)","SES","2000-10-21","TTMTR","",1436.08,0.02,35797,35776,"",NA,0,"LARGE",7015,2000,67,"A","Y","AMC-6 (GE-6)","2000-067A",26580
"30618","2015-049J",40907,"PAYLOAD","XW-2D","PRC","2015-09-19","TSC","",94.99,97.47,529,508,"",NA,0,"SMALL",7012,2015,49,"J","Y","XW-2D","2015-049J",40907
"30619","2016-078H",41891,"PAYLOAD","CYGFM03","US","2016-12-15","ERAS","",95.05,34.95,530,512,"",NA,0,"MEDIUM",7015,2016,78,"H","Y","CYGFM03","2016-078H",41891
"30620","1999-062A",25961,"PAYLOAD","GLOBALSTAR M039","GLOB","1999-11-22","TTMTR","",114.09,51.99,1415,1412,"",NA,0,"LARGE",7012,1999,62,"A","Y","GLOBALSTAR M039","1999-062A",25961
"30621","2016-077A",41882,"PAYLOAD","FENGYUN 4A","PRC","2016-12-10","XSC","",1436.14,0.06,35798,35777,"",NA,0,"LARGE",7015,2016,77,"A","Y","FENGYUN 4A","2016-077A",41882
"30622","1999-026B",25736,"PAYLOAD","MUBLCOM","US","1999-05-18","WRAS","",99.36,97.68,733,723,"",NA,0,"LARGE",7009,1999,26,"B","Y","MUBLCOM","1999-026B",25736
"30623","1979-024F",11301,"PAYLOAD","COSMOS 1086","CIS","1979-03-15","PKMTR","",115.4,74.03,1482,1465,"",NA,0,"MEDIUM",7005,1979,24,"F","Y","COSMOS 1086","1979-024F",11301
"30624","2016-061G",41868,"PAYLOAD","SHENZHOU-11 MODULE","PRC","2016-10-16","JSC","",91.06,42.79,331,322,"",NA,0,"LARGE",7015,2016,61,"G","Y","SHENZHOU-11 MODULE","2016-061G",41868
"30625","1978-091B",11044,"PAYLOAD","COSMOS 1035","CIS","1978-10-04","PKMTR","",114.68,74.03,1479,1403,"",NA,0,"MEDIUM",7012,1978,91,"B","Y","COSMOS 1035","1978-091B",11044
"30626","2014-033L",40020,"PAYLOAD","BRITE TORONTO","CA","2014-06-19","OREN","",98.19,97.74,734,610,"",NA,0,"MEDIUM",7006,2014,33,"L","Y","BRITE TORONTO","2014-033L",40020
"30627","2017-026A",42709,"PAYLOAD","SES 15","SES","2017-05-18","FRGUI","",1436.09,0.01,35789,35784,"",NA,0,"LARGE",7014,2017,26,"A","Y","SES 15","2017-026A",42709
"30628","1998-067NV",43547,"PAYLOAD","TEMPEST-D","US","1998-11-20","TTMTR","",92.41,51.64,396,389,"",NA,0,"MEDIUM",7012,1998,67,"NV","Y","TEMPEST-D","1998-067NV",43547
"30629","1999-002A",25616,"PAYLOAD","ROCSAT 1","ROC","1999-01-27","AFETR","",94.17,34.94,494,463,"",NA,0,"LARGE",7010,1999,2,"A","Y","ROCSAT 1","1999-002A",25616
"30630","1998-067NU",43546,"PAYLOAD","CUBERRT","US","1998-11-20","TTMTR","",91.96,51.64,373,368,"",NA,0,"MEDIUM",7012,1998,67,"NU","Y","CUBERRT","1998-067NU",43546
"30631","2016-071A",41866,"PAYLOAD","GOES 16","US","2016-11-19","AFETR","",1436.07,0.02,35788,35784,"",NA,0,"LARGE",7015,2016,71,"A","Y","GOES 16","2016-071A",41866
"30632","1978-091C",11045,"PAYLOAD","COSMOS 1036","CIS","1978-10-04","PKMTR","",115.13,74.04,1481,1442,"",NA,0,"MEDIUM",7012,1978,91,"C","Y","COSMOS 1036","1978-091C",11045
"30633","2004-015A",28234,"PAYLOAD","EXPRESS AM-11","CIS","2004-04-26","TTMTR","",1451.07,9.87,36108,36051,"",NA,0,"LARGE",7015,2004,15,"A","Y","EXPRESS AM-11","2004-015A",28234
"30634","1979-024D",11299,"PAYLOAD","COSMOS 1084","CIS","1979-03-15","PKMTR","",115.16,74.03,1464,1461,"",NA,0,"MEDIUM",7005,1979,24,"D","Y","COSMOS 1084","1979-024D",11299
"30635","2015-049C",40901,"PAYLOAD","ZDPS 2A","PRC","2015-09-19","TSC","",94.88,97.46,523,502,"",NA,0,"MEDIUM",7012,2015,49,"C","Y","ZDPS 2A","2015-049C",40901
"30636","2016-081C",41900,"PAYLOAD","SPARK 1","PRC","2016-12-21","JSC","",98.94,98.25,726,689,"",NA,0,"MEDIUM",7015,2016,81,"C","Y","SPARK 1","2016-081C",41900
"30637","2004-001A",28137,"PAYLOAD","ESTRELA DU SOL-TELSTAR14","USBZ","2004-01-11","SEAL","",1457.01,6.04,36215,36176,"",NA,0,"LARGE",7015,2004,1,"A","Y","ESTRELA DU SOL-TELSTAR14","2004-001A",28137
"30638","1990-028B",20547,"PAYLOAD","USA 55","US","1990-04-05","AFWTR","",94.46,94.09,548,436,"",NA,0,"MEDIUM",7014,1990,28,"B","Y","USA 55","1990-028B",20547
"30639","1978-064A",10967,"PAYLOAD","SEASAT 1","US","1978-06-27","AFWTR","",99.74,108.01,748,744,"",NA,0,"LARGE",7012,1978,64,"A","Y","SEASAT 1","1978-064A",10967
"30640","1999-064B",25978,"PAYLOAD","CLEMENTINE","FR","1999-12-03","FRGUI","",96.22,98.14,582,573,"",NA,0,"MEDIUM",7012,1999,64,"B","Y","CLEMENTINE","1999-064B",25978
"30641","2004-007A",28184,"PAYLOAD","MBSAT","PRC","2004-03-13","AFETR","",1436.13,0.01,35792,35783,"",NA,0,"LARGE",7015,2004,7,"A","Y","MBSAT","2004-007A",28184
"30642","2014-029E",39770,"PAYLOAD","SPROUT","JPN","2014-05-24","TNSTA","",96.81,97.89,612,601,"",NA,0,"MEDIUM",7013,2014,29,"E","Y","SPROUT","2014-029E",39770
"30643","1979-024A",11296,"PAYLOAD","COSMOS 1081","CIS","1979-03-15","PKMTR","",114.54,74.03,1466,1403,"",NA,0,"MEDIUM",7005,1979,24,"A","Y","COSMOS 1081","1979-024A",11296
"30644","2015-049F",40904,"PAYLOAD","KAITUO 1A","PRC","2015-09-19","TSC","",95.03,97.47,531,509,"",NA,0,"MEDIUM",7012,2015,49,"F","Y","KAITUO 1A","2015-049F",40904
"30645","2004-008A",28187,"PAYLOAD","EUTE 7A (EUTE W3A)","EUTE","2004-03-15","TTMTR","",1436.1,0.07,35809,35764,"",NA,0,"LARGE",7015,2004,8,"A","Y","EUTE 7A (EUTE W3A)","2004-008A",28187
"30646","2004-010A",28194,"PAYLOAD","RADUGA 1-7","CIS","2004-03-27","TTMTR","",1436.03,10.73,35793,35778,"",NA,0,"LARGE",7015,2004,10,"A","Y","RADUGA 1-7","2004-010A",28194
"30647","2015-049D",40902,"PAYLOAD","ZDPS 2B","PRC","2015-09-19","TSC","",94.89,97.45,523,503,"",NA,0,"MEDIUM",7012,2015,49,"D","Y","ZDPS 2B","2015-049D",40902
"30648","2002-056D",27600,"PAYLOAD","MICRO LABSAT","JPN","2002-12-14","TNSTA","",100.73,98.49,802,784,"",NA,0,"MEDIUM",7011,2002,56,"D","Y","MICRO LABSAT","2002-056D",27600
"30649","1998-067NW",43548,"PAYLOAD","RAINCUBE","US","1998-11-20","TTMTR","",92.18,51.64,384,378,"",NA,0,"MEDIUM",7012,1998,67,"NW","Y","RAINCUBE","1998-067NW",43548
"30650","1999-064A",25977,"PAYLOAD","HELIOS 1B","FR","1999-12-03","FRGUI","",97.14,98.24,622,621,"",NA,0,"LARGE",7012,1999,64,"A","Y","HELIOS 1B","1999-064A",25977
"30652","2016-066C",41843,"PAYLOAD","PINA 2A","PRC","2016-11-09","JSC","",94.53,97.41,507,484,"",NA,0,"MEDIUM",7015,2016,66,"C","Y","PINA 2A","2016-066C",41843
"30653","1978-091E",11047,"PAYLOAD","COSMOS 1038","CIS","1978-10-04","PKMTR","",115.58,74.03,1487,1476,"",NA,0,"MEDIUM",7012,1978,91,"E","Y","COSMOS 1038","1978-091E",11047
"30654","2018-056B",43530,"PAYLOAD","PRSS 1","PAKI","2018-07-09","JSC","",97.51,98.03,640,638,"",NA,0,"LARGE",7012,2018,56,"B","Y","PRSS 1","2018-056B",43530
"30655","2014-037H",40076,"PAYLOAD","TDS 1","UK","2014-07-08","TTMTR","",97.02,98.42,621,611,"",NA,0,"MEDIUM",7013,2014,37,"H","Y","TDS 1","2014-037H",40076
"30656","2016-064A",41836,"PAYLOAD","HIMAWARI 9","JPN","2016-11-02","TNSTA","",1436.12,0.05,35788,35786,"",NA,0,"LARGE",7015,2016,64,"A","Y","HIMAWARI 9","2016-064A",41836
"30657","2014-045A",40105,"PAYLOAD","NAVSTAR 71 (USA 256)","US","2014-08-02","AFETR","",717.96,54.58,20209,20154,"",NA,0,"LARGE",7013,2014,45,"A","Y","NAVSTAR 71 (USA 256)","2014-045A",40105
"30658","1983-008A",13791,"PAYLOAD","OPS 0252","US","1983-02-09","AFWTR","",106.04,63.29,1714,372,"",NA,0,"",6974,1983,8,"A","Y","OPS 0252","1983-008A",13791
"30659","1990-061A",20693,"PAYLOAD","COSMOS 2085","CIS","1990-07-18","TTMTR","",1436.18,14.82,35805,35771,"",NA,0,"MEDIUM",7014,1990,61,"A","Y","COSMOS 2085","1990-061A",20693
"30660","1990-063B",20706,"PAYLOAD","DFS 2","GER","1990-07-24","FRGUI","",1446.54,13.54,36004,35977,"",NA,0,"LARGE",7014,1990,63,"B","Y","DFS 2","1990-063B",20706
"30661","1999-057B",25941,"PAYLOAD","SACI 1","BRAZ","1999-10-14","TSC","",99.18,98.52,726,713,"",NA,0,"MEDIUM",7012,1999,57,"B","Y","SACI 1","1999-057B",25941
"30662","1978-100A",11084,"PAYLOAD","COSMOS 1045","CIS","1978-10-26","PKMTR","",120.33,82.55,1705,1686,"",NA,0,"LARGE",7012,1978,100,"A","Y","COSMOS 1045","1978-100A",11084
"30663","2014-054A",40146,"PAYLOAD","OPTUS 10","AUS","2014-09-11","FRGUI","",1436.11,0.04,35804,35770,"",NA,0,"LARGE",7013,2014,54,"A","Y","OPTUS 10","2014-054A",40146
"30664","1978-100B",11085,"PAYLOAD","RADIO 1","CIS","1978-10-26","PKMTR","",120.35,82.55,1706,1686,"",NA,0,"MEDIUM",7012,1978,100,"B","Y","RADIO 1","1978-100B",11085
"30665","1978-109A",11128,"PAYLOAD","COSMOS 1051","CIS","1978-12-05","PKMTR","",114.66,74.02,1486,1394,"",NA,0,"MEDIUM",7012,1978,109,"A","Y","COSMOS 1051","1978-109A",11128
"30666","2018-054B",43519,"PAYLOAD","XJS B","PRC","2018-06-27","XSC","",94.15,35.01,482,473,"",NA,0,"LARGE",7012,2018,54,"B","Y","XJS B","2018-054B",43519
"30667","1979-084A",11538,"PAYLOAD","COSMOS 1130","CIS","1979-09-25","PKMTR","",114.63,74.02,1480,1397,"",NA,0,"MEDIUM",7005,1979,84,"A","Y","COSMOS 1130","1979-084A",11538
"30668","1978-109B",11129,"PAYLOAD","COSMOS 1052","CIS","1978-12-05","PKMTR","",114.86,74.02,1488,1410,"",NA,0,"MEDIUM",7012,1978,109,"B","Y","COSMOS 1052","1978-109B",11129
"30669","2014-037G",40075,"PAYLOAD","AISSAT 2","NOR","2014-07-08","TTMTR","",97.14,98.44,627,617,"",NA,0,"MEDIUM",7013,2014,37,"G","Y","AISSAT 2","2014-037G",40075
"30670","2014-032A",40001,"PAYLOAD","COSMOS 2500 (GLONASS)","CIS","2014-06-14","PKMTR","",675.73,65.59,19145,19115,"",NA,0,"LARGE",7013,2014,32,"A","Y","COSMOS 2500 (GLONASS)","2014-032A",40001
"30671","1988-043B",19164,"PAYLOAD","COSMOS 1947 (GLONASS)","CIS","1988-05-21","TTMTR","",675.73,64.21,19186,19073,"",NA,0,"LARGE",6939,1988,43,"B","Y","COSMOS 1947 (GLONASS)","1988-043B",19164
"30672","2004-016A",28238,"PAYLOAD","DIRECTV 7S","US","2004-05-04","SEAL","",1436.09,0.04,35799,35774,"",NA,0,"LARGE",7015,2004,16,"A","Y","DIRECTV 7S","2004-016A",28238
"30673","1991-061A",21688,"PAYLOAD","IRS 1B","IND","1991-08-29","TTMTR","",103.05,99.12,921,885,"",NA,0,"LARGE",7012,1991,61,"A","Y","IRS 1B","1991-061A",21688
"30674","1997-020E",24796,"PAYLOAD","IRIDIUM 4","US","1997-05-05","AFWTR","",100.33,86.4,776,773,"",NA,0,"LARGE",6995,1997,20,"E","Y","IRIDIUM 4","1997-020E",24796
"30675","1999-004A",25621,"PAYLOAD","GLOBALSTAR M023","GLOB","1999-02-09","TTMTR","",114.07,52.01,1422,1405,"",NA,0,"LARGE",7010,1999,4,"A","Y","GLOBALSTAR M023","1999-004A",25621
"30676","1978-091F",11048,"PAYLOAD","COSMOS 1039","CIS","1978-10-04","PKMTR","",116.32,74.04,1552,1478,"",NA,0,"MEDIUM",7012,1978,91,"F","Y","COSMOS 1039","1978-091F",11048
"30677","2016-066A",41841,"PAYLOAD","XPNAV-1","PRC","2016-11-09","JSC","",94.59,97.41,509,488,"",NA,0,"MEDIUM",7015,2016,66,"A","Y","XPNAV-1","2016-066A",41841
"30678","2014-033AD",40037,"PAYLOAD","PERSEUS M2","CIS","2014-06-19","OREN","",96.87,97.89,618,600,"",NA,0,"MEDIUM",6999,2014,33,"AD","Y","PERSEUS M2","2014-033AD",40037
"30679","1978-091G",11049,"PAYLOAD","COSMOS 1040","CIS","1978-10-04","PKMTR","",116.05,74.03,1527,1479,"",NA,0,"MEDIUM",7012,1978,91,"G","Y","COSMOS 1040","1978-091G",11049
"30680","2014-033AH",40041,"PAYLOAD","FLOCK 1C 3","US","2014-06-19","OREN","",96.67,97.93,607,591,"",NA,0,"SMALL",6999,2014,33,"AH","Y","FLOCK 1C 3","2014-033AH",40041
"30681","2014-033AJ",40042,"PAYLOAD","POLYITAN 1","UKR","2014-06-19","OREN","",96.73,97.91,611,593,"",NA,0,"SMALL",6999,2014,33,"AJ","Y","POLYITAN 1","2014-033AJ",40042
"30682","2016-065A",41838,"PAYLOAD","SJ-17","PRC","2016-11-03","WSC","",1436.18,0.88,35797,35779,"",NA,0,"LARGE",7015,2016,65,"A","Y","SJ-17","2016-065A",41838
"30683","1999-058A",25943,"PAYLOAD","GLOBALSTAR M057","GLOB","1999-10-18","TTMTR","",117.58,52,1574,1570,"",NA,0,"LARGE",7012,1999,58,"A","Y","GLOBALSTAR M057","1999-058A",25943
"30684","1979-057A",11416,"PAYLOAD","NOAA 6","US","1979-06-27","AFWTR","",100.45,98.64,788,772,"",NA,0,"LARGE",7005,1979,57,"A","Y","NOAA 6","1979-057A",11416
"30685","2004-017A",28252,"PAYLOAD","AMC-11 (GE-11)","SES","2004-05-19","AFETR","",1436.09,0.05,35799,35775,"",NA,0,"LARGE",7015,2004,17,"A","Y","AMC-11 (GE-11)","2004-017A",28252
"30686","2004-022A",28358,"PAYLOAD","INTELSAT 1002","ITSO","2004-06-16","TTMTR","",1436.12,0.01,35799,35775,"",NA,0,"LARGE",7015,2004,22,"A","Y","INTELSAT 1002","2004-022A",28358
"30687","1978-063A",10961,"PAYLOAD","COSMOS 1023","CIS","1978-06-21","PKMTR","",100.24,74.08,781,759,"",NA,0,"LARGE",7012,1978,63,"A","Y","COSMOS 1023","1978-063A",10961
"30688","1998-008B",25163,"PAYLOAD","GLOBALSTAR M004","GLOB","1998-02-14","AFETR","",113.99,52,1411,1407,"",NA,0,"LARGE",7010,1998,8,"B","Y","GLOBALSTAR M004","1998-008B",25163
"30689","2017-003J",41925,"PAYLOAD","IRIDIUM 112","US","2017-01-14","AFWTR","",100.4,86.39,779,776,"",NA,0,"LARGE",7015,2017,3,"J","Y","IRIDIUM 112","2017-003J",41925
"30690","1991-068C",21730,"PAYLOAD","COSMOS 2159","CIS","1991-09-28","PKMTR","",113.75,82.58,1408,1388,"",NA,0,"LARGE",7012,1991,68,"C","Y","COSMOS 2159","1991-068C",21730
"30691","2017-003E",41921,"PAYLOAD","IRIDIUM 105","US","2017-01-14","AFWTR","",100.4,86.4,779,777,"",NA,0,"LARGE",7015,2017,3,"E","Y","IRIDIUM 105","2017-003E",41921
"30692","2013-076C",39485,"PAYLOAD","COSMOS 2490","CIS","2013-12-25","PKMTR","",115.86,82.48,1512,1477,"",NA,0,"LARGE",7013,2013,76,"C","Y","COSMOS 2490","2013-076C",39485
"30693","2003-042F",27944,"PAYLOAD","LARETS","CIS","2003-09-27","PKMTR","",98.42,98.08,691,675,"",NA,0,"MEDIUM",7015,2003,42,"F","Y","LARETS","2003-042F",27944
"30694","2003-043E",27951,"PAYLOAD","INSAT 3E","IND","2003-09-27","FRGUI","",1428.65,4.11,35697,35584,"",NA,0,"LARGE",7015,2003,43,"E","Y","INSAT 3E","2003-043E",27951
"30695","2015-057C",40960,"PAYLOAD","LINGQIAO VIDEO B","PRC","2015-10-07","JSC","",97.74,97.9,664,637,"",NA,0,"MEDIUM",7012,2015,57,"C","Y","LINGQIAO VIDEO B","2015-057C",40960
"30696","1998-077C",25595,"PAYLOAD","COSMOS 2362 (GLONASS)","CIS","1998-12-30","TTMTR","",675.73,63.3,19148,19112,"",NA,0,"LARGE",7009,1998,77,"C","Y","COSMOS 2362 (GLONASS)","1998-077C",25595
"30697","1970-027B",4368,"PAYLOAD","OPS 7033 (VELA 11)","US","1970-04-08","AFETR","",6697.56,37.33,211053,11588,"",1,0,"SMALL",6917,1970,27,"B","Y","OPS 7033 (VELA 11)","1970-027B",4368
"30698","2017-039J",42811,"PAYLOAD","IRIDIUM 128","US","2017-06-25","AFWTR","",100.4,86.4,779,777,"",NA,0,"LARGE",7014,2017,39,"J","Y","IRIDIUM 128","2017-039J",42811
"30699","2017-038A",42801,"PAYLOAD","BULGARIASAT-1","BGR","2017-06-23","AFETR","",1436.1,0.04,35798,35775,"",NA,0,"LARGE",7014,2017,38,"A","Y","BULGARIASAT-1","2017-038A",42801
