,OBJECT_TYPE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH_YEAR,SMA,e,n
6233,"""PAYLOAD""","""""",99.04,74.0,714.0,711.0,"""LARGE""","""1970""",7090500.0,0.0002115506663845991,0.0010573480928883256
6240,"""PAYLOAD""","""""",100.28,74.06,782.0,761.0,"""LARGE""","""1970""",7149500.0,0.0014686341702216939,0.0010442735851581549
6248,"""PAYLOAD""","""""",111.2,62.96,1965.0,598.0,"""MEDIUM""","""1970""",7659500.0,0.0892355897904563,0.000941724416543703
6349,"""PAYLOAD""","""""",111.1,62.82,2005.0,549.0,"""LARGE""","""1970""",7655000.0,0.09510124101894186,0.0009425720532822662
6427,"""PAYLOAD""","""""",104.74,74.03,1006.0,959.0,"""LARGE""","""1970""",7360500.0,0.0031927178860131785,0.0009998067130003797
6449,"""PAYLOAD""","""""",114.83,101.59,1472.0,1423.0,"""LARGE""","""1970""",7825500.0,0.003130790364832918,0.0009119546731660695
6454,"""PAYLOAD""","""""",104.59,74.02,979.0,972.0,"""LARGE""","""1970""",7353500.0,0.00047596382674916705,0.001001240607320583
6512,"""PAYLOAD""","""""",94.09,65.83,484.0,464.0,"""LARGE""","""1971""",6852000.0,0.0014594279042615295,0.0011129743343571024
6515,"""PAYLOAD""","""""",106.0,29.67,1100.0,982.0,"""MEDIUM""","""1971""",7419000.0,0.007952554252594689,0.0009879222181099977
6518,"""PAYLOAD""","""""",99.97,98.67,785.0,729.0,"""MEDIUM""","""1971""",7135000.0,0.003924316748423266,0.0010475118047380192
6534,"""PAYLOAD""","""""",113.01,65.72,2162.0,567.0,"""LARGE""","""1971""",7742500.0,0.10300290603810139,0.0009266414929622137
6668,"""PAYLOAD""","""""",104.95,65.83,1004.0,980.0,"""LARGE""","""1971""",7370000.0,0.0016282225237449117,0.0009978061469238663
6679,"""PAYLOAD""","""""",113.58,88.18,1424.0,1358.0,"""LARGE""","""1971""",7769000.0,0.004247650920324366,0.0009219911526647277
6688,"""PAYLOAD""","""""",104.88,64.98,1009.0,969.0,"""LARGE""","""1971""",7367000.0,0.0027148092846477536,0.0009984721121249025
6698,"""PAYLOAD""","""""",93.6,81.26,456.0,444.0,"""LARGE""","""1971""",6828000.0,0.0008787346221441124,0.0011188008025604676
6729,"""PAYLOAD""","""""",100.47,74.04,794.0,768.0,"""LARGE""","""1971""",7159000.0,0.001815896074870792,0.001042298747085297
6738,"""PAYLOAD""","""""",109.27,74.0,1211.0,1175.0,"""LARGE""","""1971""",7571000.0,0.002377493065645225,0.0009583577845672167
6747,"""PAYLOAD""","""""",113.84,74.02,1489.0,1316.0,"""MEDIUM""","""1971""",7780500.0,0.011117537433326908,0.0009198854103975734
6748,"""PAYLOAD""","""""",116.14,74.01,1535.0,1480.0,"""MEDIUM""","""1971""",7885500.0,0.00348741360725382,0.0009016682893030805
6749,"""PAYLOAD""","""""",115.77,74.01,1507.0,1474.0,"""MEDIUM""","""1971""",7868500.0,0.0020969689267331766,0.0009045500139903237
6750,"""PAYLOAD""","""""",115.1,74.02,1492.0,1427.0,"""MEDIUM""","""1971""",7837500.0,0.004146730462519936,0.000909815422412335
6751,"""PAYLOAD""","""""",115.43,74.01,1501.0,1450.0,"""MEDIUM""","""1971""",7853500.0,0.0032469599541605654,0.0009072143733835204
6752,"""PAYLOAD""","""""",114.46,74.02,1491.0,1371.0,"""MEDIUM""","""1971""",7809000.0,0.00768344218209758,0.0009149026307850759
6753,"""PAYLOAD""","""""",114.16,74.02,1492.0,1342.0,"""MEDIUM""","""1971""",7795000.0,0.009621552277100705,0.0009173068948813926
6754,"""PAYLOAD""","""""",114.78,74.01,1493.0,1398.0,"""MEDIUM""","""1971""",7823500.0,0.006071451396433821,0.0009123519351773808
6768,"""PAYLOAD""","""""",104.95,74.02,1003.0,981.0,"""LARGE""","""1971""",7370000.0,0.0014925373134328358,0.0009978061469238663
6856,"""PAYLOAD""","""""",100.41,87.62,824.0,733.0,"""MEDIUM""","""1971""",7156500.0,0.006357856494096276,0.0010429215727483297
6876,"""PAYLOAD""","""""",98.94,50.14,786.0,630.0,"""LARGE""","""1971""",7086000.0,0.01100762066045724,0.0010584167689474406
6917,"""PAYLOAD""","""""",113.02,32.05,1861.0,870.0,"""MEDIUM""","""1971""",7743500.0,0.06398915219216117,0.000926559503801626
6945,"""PAYLOAD""","""""",114.1,74.03,1507.0,1321.0,"""MEDIUM""","""1971""",7792000.0,0.011935318275154004,0.0009177892648524081
6946,"""PAYLOAD""","""""",114.45,74.03,1512.0,1349.0,"""MEDIUM""","""1971""",7808500.0,0.010437343920087085,0.0009149825698528595
6947,"""PAYLOAD""","""""",114.79,74.03,1511.0,1381.0,"""MEDIUM""","""1971""",7824000.0,0.008307770961145194,0.000912272455088943
6948,"""PAYLOAD""","""""",115.15,74.03,1514.0,1410.0,"""MEDIUM""","""1971""",7840000.0,0.0066326530612244895,0.0009094203657808057
6949,"""PAYLOAD""","""""",115.5,74.03,1517.0,1440.0,"""MEDIUM""","""1971""",7856500.0,0.004900400941895246,0.0009066645464905608
6950,"""PAYLOAD""","""""",116.25,74.03,1542.0,1482.0,"""MEDIUM""","""1971""",7890000.0,0.0038022813688212928,0.000900815097803525
6951,"""PAYLOAD""","""""",115.88,74.03,1529.0,1462.0,"""MEDIUM""","""1971""",7873500.0,0.004254778688004064,0.0009036913627861562
6952,"""PAYLOAD""","""""",116.67,74.03,1573.0,1489.0,"""MEDIUM""","""1971""",7909000.0,0.0053104058667341,0.0008975722561040523
6954,"""PAYLOAD""","""""",100.89,99.17,838.0,764.0,"""MEDIUM""","""1971""",7179000.0,0.005153921158935785,0.0010379597097795598
6962,"""PAYLOAD""","""""",99.44,92.71,743.0,720.0,"""LARGE""","""1971""",7109500.0,0.0016175539770729307,0.0010530948825388151
6973,"""PAYLOAD""","""""",103.24,82.04,1296.0,528.0,"""MEDIUM""","""1971""",7290000.0,0.05267489711934156,0.0010143331569126286
6997,"""PAYLOAD""","""""",109.42,74.04,1218.0,1182.0,"""LARGE""","""1971""",7578000.0,0.0023752969121140144,0.0009570440058459127
7061,"""PAYLOAD""","""""",104.8,69.99,990.0,981.0,"""MEDIUM""","""1971""",7363500.0,0.0006111224281931147,0.0009992343045769061
7063,"""PAYLOAD""","""""",104.76,69.99,987.0,980.0,"""MEDIUM""","""1971""",7361500.0,0.0004754465801806697,0.0009996158373392493
7064,"""PAYLOAD""","""""",104.77,69.99,988.0,980.0,"""LARGE""","""1971""",7362000.0,0.0005433306166802499,0.0009995204268364968
7065,"""PAYLOAD""","""""",104.77,69.99,988.0,980.0,"""LARGE""","""1971""",7362000.0,0.0005433306166802499,0.0009995204268364968
7066,"""PAYLOAD""","""""",104.79,74.03,1005.0,964.0,"""LARGE""","""1971""",7362500.0,0.0027843803056027167,0.0009993296604605378
7074,"""PAYLOAD""","""""",100.3,74.02,783.0,762.0,"""LARGE""","""1971""",7150500.0,0.0014684287812041115,0.001044065355131204
7086,"""PAYLOAD""","""""",104.65,64.49,1027.0,929.0,"""LARGE""","""1971""",7356000.0,0.006661228928765634,0.0010006665563273747
7094,"""PAYLOAD""","""""",104.53,73.96,1560.0,385.0,"""LARGE""","""1971""",7350500.0,0.07992653560982246,0.001001815317321915
7099,"""PAYLOAD""","""""",102.02,81.26,872.0,836.0,"""LARGE""","""1971""",7232000.0,0.002488938053097345,0.0010264629986243851
7153,"""PAYLOAD""","""""",104.64,74.05,995.0,960.0,"""LARGE""","""1972""",7355500.0,0.002379172048127252,0.0010007621857765652
7187,"""PAYLOAD""","""""",101.11,98.96,848.0,775.0,"""MEDIUM""","""1972""",7189500.0,0.005076848181375617,0.0010357012671314387
7189,"""PAYLOAD""","""""",109.1,82.97,1199.0,1172.0,"""LARGE""","""1972""",7563500.0,0.0017848879487009982,0.0009598511010051308
7196,"""PAYLOAD""","""""",102.22,81.22,888.0,840.0,"""LARGE""","""1972""",7242000.0,0.0033140016570008283,0.0010244546577935802
7206,"""PAYLOAD""","""""",107.85,52.04,2054.0,200.0,"""MEDIUM""","""1972""",7505000.0,0.12351765489673551,0.0009709759399133961
7253,"""PAYLOAD""","""""",104.65,74.02,996.0,960.0,"""LARGE""","""1972""",7356000.0,0.0024469820554649264,0.0010006665563273747
7283,"""PAYLOAD""","""""",100.3,74.05,780.0,766.0,"""LARGE""","""1972""",7151000.0,0.0009788840721577402,0.001044065355131204
7307,"""PAYLOAD""","""""",102.63,81.23,891.0,874.0,"""LARGE""","""1972""",7260500.0,0.0011707182700915915,0.0010203620298125282
7345,"""PAYLOAD""","""""",113.96,74.02,1495.0,1321.0,"""MEDIUM""","""1972""",7786000.0,0.011173901875160545,0.0009189167700917847
7346,"""PAYLOAD""","""""",114.31,74.03,1497.0,1351.0,"""MEDIUM""","""1972""",7802000.0,0.009356575237118688,0.0009161031853701318
7347,"""PAYLOAD""","""""",114.63,74.02,1495.0,1382.0,"""MEDIUM""","""1972""",7816500.0,0.007228299110855242,0.0009135458005727975
7348,"""PAYLOAD""","""""",114.96,74.03,1497.0,1411.0,"""MEDIUM""","""1972""",7832000.0,0.005490296220633299,0.0009109234091828443
7349,"""PAYLOAD""","""""",115.3,74.03,1495.0,1443.0,"""MEDIUM""","""1972""",7847000.0,0.0033133681661781573,0.0009082372516882895
7350,"""PAYLOAD""","""""",115.67,74.03,1499.0,1473.0,"""MEDIUM""","""1972""",7864000.0,0.0016531027466937945,0.0009053320231664197
7351,"""PAYLOAD""","""""",116.03,74.03,1510.0,1495.0,"""MEDIUM""","""1972""",7880500.0,0.0009517162616585242,0.000902523098506074
7352,"""PAYLOAD""","""""",116.42,74.03,1544.0,1496.0,"""MEDIUM""","""1972""",7898000.0,0.003038743985819195,0.0008994997003921987
7354,"""PAYLOAD""","""""",103.04,99.3,908.0,896.0,"""LARGE""","""1972""",7280000.0,0.0008241758241758242,0.0010163019712699898
7610,"""PAYLOAD""","""""",104.21,82.97,965.0,950.0,"""LARGE""","""1972""",7335500.0,0.0010224251925567446,0.0010048916142372112
7621,"""PAYLOAD""","""""",98.76,35.01,705.0,694.0,"""LARGE""","""1972""",7077500.0,0.0007771105616389968,0.0010603458396077335
7624,"""PAYLOAD""","""""",104.52,64.81,1034.0,910.0,"""LARGE""","""1972""",7350000.0,0.008435374149659863,0.0010019111664720606
7631,"""PAYLOAD""","""""",99.37,89.94,766.0,691.0,"""MEDIUM""","""1972""",7106500.0,0.005276859213396186,0.001053836722548654
7653,"""PAYLOAD""","""""",104.92,65.83,1000.0,981.0,"""LARGE""","""1972""",7368500.0,0.0012892719006582073,0.0009980914517695365
7661,"""PAYLOAD""","""""",98.17,98.6,678.0,665.0,"""LARGE""","""1972""",7049500.0,0.0009220512093056245,0.001066718499741874
7683,"""PAYLOAD""","""""",114.69,95.64,1465.0,1418.0,"""MEDIUM""","""1972""",7819500.0,0.003005307244708741,0.0009130678796726809
7693,"""PAYLOAD""","""""",114.91,101.93,1455.0,1448.0,"""LARGE""","""1972""",7829500.0,0.0004470272686633885,0.0009113197730368095
7694,"""PAYLOAD""","""""",114.91,101.95,1455.0,1448.0,"""MEDIUM""","""1972""",7829500.0,0.0004470272686633885,0.0009113197730368095
7702,"""PAYLOAD""","""""",102.2,81.27,880.0,846.0,"""LARGE""","""1972""",7241000.0,0.00234774202458224,0.0010246551381571406
7709,"""PAYLOAD""","""""",114.14,74.04,1468.0,1365.0,"""MEDIUM""","""1972""",7794500.0,0.0066072230418885115,0.0009174676285233904
7710,"""PAYLOAD""","""""",114.54,74.03,1467.0,1402.0,"""MEDIUM""","""1972""",7812500.0,0.00416,0.0009142636207408745
7711,"""PAYLOAD""","""""",113.78,74.04,1467.0,1333.0,"""MEDIUM""","""1972""",7778000.0,0.008614039598868604,0.0009203704967451201
7712,"""PAYLOAD""","""""",114.76,74.03,1469.0,1420.0,"""MEDIUM""","""1972""",7822500.0,0.003131991051454139,0.0009125109369088512
7713,"""PAYLOAD""","""""",113.41,74.04,1468.0,1299.0,"""MEDIUM""","""1972""",7761500.0,0.010887070798170457,0.0009233732044763229
7714,"""PAYLOAD""","""""",113.6,74.04,1468.0,1316.0,"""MEDIUM""","""1972""",7770000.0,0.009781209781209782,0.0009218288302786952
7715,"""PAYLOAD""","""""",113.96,74.03,1468.0,1348.0,"""MEDIUM""","""1972""",7786000.0,0.007706139224248652,0.0009189167700917847
7716,"""PAYLOAD""","""""",114.35,74.04,1468.0,1384.0,"""MEDIUM""","""1972""",7804000.0,0.005381855458739108,0.0009157827295116727
7722,"""PAYLOAD""","""""",100.84,98.44,824.0,773.0,"""LARGE""","""1972""",7176500.0,0.0035532641259666967,0.0010384743665178477
7745,"""PAYLOAD""","""""",107.13,99.91,1100.0,1088.0,"""LARGE""","""1972""",7472000.0,0.0008029978586723769,0.000977501681318583
7760,"""PAYLOAD""","""""",112.91,74.02,1379.0,1341.0,"""LARGE""","""1972""",7738000.0,0.002455414835874903,0.0009274621833288441
7764,"""PAYLOAD""","""""",100.24,74.08,784.0,757.0,"""LARGE""","""1972""",7148500.0,0.0018885080786178918,0.001044690294489822
7789,"""PAYLOAD""","""""",94.69,50.64,514.0,494.0,"""LARGE""","""1973""",6882000.0,0.0014530659691950015,0.0011059220099235375
7827,"""PAYLOAD""","""""",102.3,81.24,897.0,838.0,"""LARGE""","""1973""",7245500.0,0.004071492650610724,0.0010236535202312782
8122,"""PAYLOAD""","""""",102.13,81.19,880.0,839.0,"""LARGE""","""1973""",7237500.0,0.002832469775474957,0.0010253574377720532
8131,"""PAYLOAD""","""""",114.6,74.02,1480.0,1394.0,"""MEDIUM""","""1973""",7815000.0,0.0055022392834293025,0.0009137849486881306
8132,"""PAYLOAD""","""""",115.3,74.02,1490.0,1448.0,"""MEDIUM""","""1973""",7847000.0,0.0026761819803746653,0.0009082372516882895
8133,"""PAYLOAD""","""""",115.05,74.02,1482.0,1433.0,"""MEDIUM""","""1973""",7835500.0,0.003126794716355051,0.0009102108224220754
8134,"""PAYLOAD""","""""",114.83,74.02,1483.0,1412.0,"""MEDIUM""","""1973""",7825500.0,0.004536451344961983,0.0009119546731660695
8135,"""PAYLOAD""","""""",114.38,74.02,1479.0,1376.0,"""MEDIUM""","""1973""",7805500.0,0.006597911728909103,0.0009155425347058908
8136,"""PAYLOAD""","""""",114.18,74.02,1480.0,1356.0,"""MEDIUM""","""1973""",7796000.0,0.007952796305797845,0.0009171462175482551
8137,"""PAYLOAD""","""""",113.97,74.02,1481.0,1337.0,"""MEDIUM""","""1973""",7787000.0,0.009246179529985873,0.0009188361421396839
8138,"""PAYLOAD""","""""",113.75,74.02,1478.0,1320.0,"""MEDIUM""","""1973""",7777000.0,0.010158158673010158,0.0009206132318211848
8157,"""PAYLOAD""","""""",104.94,82.95,1007.0,976.0,"""LARGE""","""1973""",7369500.0,0.0021032634507090033,0.0009979012304141392
8201,"""PAYLOAD""","""""",100.56,98.76,803.0,767.0,"""LARGE""","""1973""",7163000.0,0.0025129135836939828,0.001041365902144588
8208,"""PAYLOAD""","""""",717.66,62.03,39143.0,1206.0,"""LARGE""","""1973""",26552500.0,0.714377177290274,0.0001459183389343976
8240,"""PAYLOAD""","""""",113.55,74.02,1404.0,1374.0,"""LARGE""","""1973""",7767000.0,0.0019312475859405175,0.000922234743458034
8243,"""PAYLOAD""","""""",104.71,82.94,1001.0,961.0,"""LARGE""","""1973""",7359000.0,0.002717760565294198,0.0010000931632094335
8255,"""PAYLOAD""","""""",115.33,74.0,1492.0,1448.0,"""MEDIUM""","""1973""",7848000.0,0.0028032619775739042,0.000908000998176188
8256,"""PAYLOAD""","""""",114.91,74.0,1489.0,1414.0,"""MEDIUM""","""1973""",7829500.0,0.004789577878536305,0.0009113197730368095
8257,"""PAYLOAD""","""""",115.1,74.0,1487.0,1433.0,"""MEDIUM""","""1973""",7838000.0,0.003444756315386578,0.000909815422412335
8258,"""PAYLOAD""","""""",114.13,74.0,1485.0,1346.0,"""MEDIUM""","""1973""",7793500.0,0.008917687816770386,0.0009175480164694627
8259,"""PAYLOAD""","""""",113.94,74.0,1484.0,1331.0,"""MEDIUM""","""1973""",7785500.0,0.009825958512619613,0.0009190780684540967
8260,"""PAYLOAD""","""""",114.31,74.0,1486.0,1363.0,"""MEDIUM""","""1973""",7802500.0,0.007882089074014739,0.0009161031853701318
8261,"""PAYLOAD""","""""",114.5,74.0,1485.0,1380.0,"""MEDIUM""","""1973""",7810500.0,0.006721720760514692,0.0009145830141455002
8262,"""PAYLOAD""","""""",114.7,74.0,1485.0,1399.0,"""MEDIUM""","""1973""",7820000.0,0.005498721227621483,0.0009129882748008699
8321,"""PAYLOAD""","""""",105.06,89.81,1112.0,883.0,"""LARGE""","""1973""",7375500.0,0.015524371229069215,0.000996761423183512
8340,"""PAYLOAD""","""""",116.1,102.18,1510.0,1500.0,"""LARGE""","""1973""",7883000.0,0.0006342762907522517,0.0009019789415991367
8571,"""PAYLOAD""","""""",114.55,96.93,1455.0,1415.0,"""MEDIUM""","""1973""",7813000.0,0.002559836170485089,0.0009141838072427741
8606,"""PAYLOAD""","""""",100.07,74.06,779.0,744.0,"""LARGE""","""1973""",7139500.0,0.002451152041459486,0.0010464650256786228
8627,"""PAYLOAD""","""""",113.97,74.03,1483.0,1334.0,"""MEDIUM""","""1973""",7786500.0,0.009567841777435304,0.0009188361421396839
8628,"""PAYLOAD""","""""",115.21,74.03,1486.0,1444.0,"""MEDIUM""","""1973""",7843000.0,0.0026775468570699986,0.0009089467504527365
8629,"""PAYLOAD""","""""",115.0,74.03,1487.0,1423.0,"""MEDIUM""","""1973""",7833000.0,0.004085280224690412,0.000910606566257911
8630,"""PAYLOAD""","""""",115.45,74.03,1494.0,1458.0,"""MEDIUM""","""1973""",7854000.0,0.002291825821237586,0.0009070572119502796
8631,"""PAYLOAD""","""""",114.77,74.03,1485.0,1405.0,"""MEDIUM""","""1973""",7823000.0,0.0051131279560271,0.0009124314291161433
8632,"""PAYLOAD""","""""",114.37,74.03,1485.0,1369.0,"""MEDIUM""","""1973""",7805000.0,0.0074311338885329915,0.0009156225856401133
8633,"""PAYLOAD""","""""",114.57,74.03,1484.0,1387.0,"""MEDIUM""","""1973""",7813500.0,0.006207205477698855,0.0009140242220446868
8634,"""PAYLOAD""","""""",114.17,74.03,1486.0,1350.0,"""MEDIUM""","""1973""",7796000.0,0.008722421754746024,0.0009172265491780658
8645,"""PAYLOAD""","""""",97.22,73.93,886.0,366.0,"""LARGE""","""1973""",7004000.0,0.03712164477441462,0.0010771421016216804
8647,"""PAYLOAD""","""""",103.94,65.44,978.0,911.0,"""LARGE""","""1973""",7322500.0,0.004574940252645954,0.0010075019734429457
8652,"""PAYLOAD""","""""",104.89,82.95,1012.0,966.0,"""LARGE""","""1973""",7367000.0,0.0031220306773449167,0.000998376919817521
8655,"""PAYLOAD""","""""",104.67,82.96,1007.0,951.0,"""LARGE""","""1974""",7357000.0,0.003805899143672693,0.0010004753522466778
8688,"""PAYLOAD""","""""",101.84,81.23,874.0,817.0,"""LARGE""","""1974""",7223500.0,0.003945455803973143,0.0010282772498002727
8694,"""PAYLOAD""","""""",99.78,97.86,833.0,663.0,"""MEDIUM""","""1974""",7126000.0,0.011928150435026662,0.0010495064654205228
8703,"""PAYLOAD""","""""",100.64,99.13,831.0,748.0,"""LARGE""","""1974""",7167500.0,0.005790024415765609,0.001040538107309815
8735,"""PAYLOAD""","""""",100.62,94.61,806.0,770.0,"""""","""1974""",7166000.0,0.0025118615685180016,0.0010407449326143884
8748,"""PAYLOAD""","""""",114.53,74.02,1482.0,1386.0,"""MEDIUM""","""1974""",7812000.0,0.006144393241167435,0.0009143434481765457
8749,"""PAYLOAD""","""""",113.76,74.02,1480.0,1318.0,"""MEDIUM""","""1974""",7777000.0,0.010415327247010416,0.0009205323059041821
8750,"""PAYLOAD""","""""",114.15,74.02,1480.0,1353.0,"""MEDIUM""","""1974""",7794500.0,0.008146770158445057,0.000917387254661934
8751,"""PAYLOAD""","""""",113.96,74.01,1482.0,1334.0,"""MEDIUM""","""1974""",7786000.0,0.009504238376573337,0.0009189167700917847
8752,"""PAYLOAD""","""""",114.33,74.02,1482.0,1368.0,"""MEDIUM""","""1974""",7803000.0,0.007304882737408689,0.0009159429294118759
8753,"""PAYLOAD""","""""",114.74,74.01,1484.0,1404.0,"""MEDIUM""","""1974""",7822000.0,0.005113781641523907,0.0009126699940705924
8754,"""PAYLOAD""","""""",114.94,74.02,1483.0,1422.0,"""MEDIUM""","""1974""",7830500.0,0.0038950258604175977,0.0009110819133431337
8755,"""PAYLOAD""","""""",115.17,74.02,1490.0,1437.0,"""MEDIUM""","""1974""",7841500.0,0.003379455461327552,0.0009092624391739149
8757,"""PAYLOAD""","""""",102.24,81.21,878.0,852.0,"""LARGE""","""1974""",7243000.0,0.001794836393759492,0.0010242542558652169
8759,"""PAYLOAD""","""""",587.52,64.25,32172.0,1545.0,"""LARGE""","""1974""",23236500.0,0.6590278226066748,0.0001782403239373294
8771,"""PAYLOAD""","""""",113.43,74.04,1400.0,1368.0,"""LARGE""","""1974""",7762000.0,0.002061324400927596,0.0009232103951305631
8773,"""PAYLOAD""","""""",103.38,64.97,958.0,878.0,"""LARGE""","""1974""",7296000.0,0.005482456140350877,0.0010129595194395414
8788,"""PAYLOAD""","""""",104.39,64.95,1007.0,925.0,"""LARGE""","""1974""",7344000.0,0.0055827886710239655,0.0010031588765174804
8834,"""PAYLOAD""","""""",99.96,82.95,1138.0,375.0,"""LARGE""","""1974""",7134500.0,0.05347256289859135,0.001047616597835732
8846,"""PAYLOAD""","""""",104.68,82.95,997.0,962.0,"""LARGE""","""1974""",7357500.0,0.002378525314305131,0.0010003797776046979
8864,"""PAYLOAD""","""""",102.86,81.23,908.0,881.0,"""LARGE""","""1974""",7272500.0,0.0018563080096253009,0.0010180804503175168
8905,"""PAYLOAD""","""""",100.84,98.66,828.0,769.0,"""LARGE""","""1974""",7176500.0,0.004110638890824218,0.0010384743665178477
8921,"""PAYLOAD""","""""",113.64,74.06,1423.0,1364.0,"""LARGE""","""1974""",7771500.0,0.0037959209933732226,0.0009215043569135848
8928,"""PAYLOAD""","""""",100.51,74.05,793.0,773.0,"""LARGE""","""1974""",7161000.0,0.0013964530093562352,0.0010418839430868547
8933,"""PAYLOAD""","""""",114.47,74.04,1465.0,1397.0,"""MEDIUM""","""1974""",7809000.0,0.004353950569855295,0.0009148227056841074
8934,"""PAYLOAD""","""""",115.96,74.04,1532.0,1466.0,"""MEDIUM""","""1974""",7877000.0,0.0041894122127713596,0.0009030679123806466
8935,"""PAYLOAD""","""""",115.72,74.03,1510.0,1466.0,"""MEDIUM""","""1974""",7866000.0,0.0027968471904398677,0.0009049408496341149
8936,"""PAYLOAD""","""""",115.51,74.03,1491.0,1467.0,"""MEDIUM""","""1974""",7857000.0,0.0015273004963726614,0.0009065860541914966
8937,"""PAYLOAD""","""""",115.29,74.04,1472.0,1465.0,"""MEDIUM""","""1974""",7846500.0,0.00044605875230994713,0.0009083160301818004
8938,"""PAYLOAD""","""""",115.08,74.04,1466.0,1453.0,"""MEDIUM""","""1974""",7837500.0,0.0008293460925039872,0.0009099735411857817
8939,"""PAYLOAD""","""""",114.88,74.04,1467.0,1433.0,"""MEDIUM""","""1974""",7828000.0,0.002171691364333163,0.0009115577569608268
8940,"""PAYLOAD""","""""",114.68,74.03,1466.0,1415.0,"""MEDIUM""","""1974""",7818500.0,0.0032614951717081283,0.0009131474984274483
8976,"""PAYLOAD""","""""",104.94,82.94,1015.0,968.0,"""LARGE""","""1974""",7369500.0,0.0031888187801071984,0.0009979012304141392
