INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092AA","49537","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.14","82.56","691","456","","","0","MEDIUM","7961","1982","92","AA","Y","COSMOS 1408 DEB","1982-092AA","49537"
"1982-092AAA","50309","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.33","82.64","818","444","","","0","SMALL","7964","1982","92","AAA","Y","COSMOS 1408 DEB","1982-092AAA","50309"
"1982-092AAB","50310","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.05","82.69","427","323","","","0","SMALL","7965","1982","92","AAB","Y","COSMOS 1408 DEB","1982-092AAB","50310"
"1982-092AAC","50311","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.95","82.52","521","415","","","0","SMALL","7965","1982","92","AAC","Y","COSMOS 1408 DEB","1982-092AAC","50311"
"1982-092AAD","50312","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.44","82.54","525","458","","","0","SMALL","7964","1982","92","AAD","Y","COSMOS 1408 DEB","1982-092AAD","50312"
"1982-092AAE","50313","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.41","82.89","522","458","","","0","SMALL","7964","1982","92","AAE","Y","COSMOS 1408 DEB","1982-092AAE","50313"
"1982-092AAF","50314","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.05","83.26","581","461","","","0","SMALL","7965","1982","92","AAF","Y","COSMOS 1408 DEB","1982-092AAF","50314"
"1982-092AAG","50315","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.62","82.78","465","438","","","0","SMALL","7965","1982","92","AAG","Y","COSMOS 1408 DEB","1982-092AAG","50315"
"1982-092AAH","50316","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.84","82.53","567","455","","","0","SMALL","7965","1982","92","AAH","Y","COSMOS 1408 DEB","1982-092AAH","50316"
"1982-092AAJ","50317","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.63","82.51","563","438","","","0","SMALL","7965","1982","92","AAJ","Y","COSMOS 1408 DEB","1982-092AAJ","50317"
"1982-092AAK","50325","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","88.98","82.44","238","210","","","0","SMALL","7965","1982","92","AAK","Y","COSMOS 1408 DEB","1982-092AAK","50325"
"1982-092AAL","50326","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.40","82.56","731","441","","","0","SMALL","7962","1982","92","AAL","Y","COSMOS 1408 DEB","1982-092AAL","50326"
"1982-092AAM","50327","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.97","82.98","574","461","","","0","SMALL","7965","1982","92","AAM","Y","COSMOS 1408 DEB","1982-092AAM","50327"
"1982-092AAN","50328","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-18","90.22","82.35","295","276","","","0","SMALL","7946","1982","92","AAN","Y","COSMOS 1408 DEB","1982-092AAN","50328"
"1982-092AAP","50329","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.74","82.54","487","428","","","0","SMALL","7961","1982","92","AAP","Y","COSMOS 1408 DEB","1982-092AAP","50329"
"1982-092AAQ","50330","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-03","88.71","82.61","230","191","","","0","SMALL","7930","1982","92","AAQ","Y","COSMOS 1408 DEB","1982-092AAQ","50330"
"1982-092AAR","50331","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.02","82.97","688","447","","","0","SMALL","7965","1982","92","AAR","Y","COSMOS 1408 DEB","1982-092AAR","50331"
"1982-092AAS","50332","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-27","91.12","82.72","345","315","","","0","SMALL","7922","1982","92","AAS","Y","COSMOS 1408 DEB","1982-092AAS","50332"
"1982-092AAT","50333","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.92","82.66","431","404","","","0","SMALL","7965","1982","92","AAT","Y","COSMOS 1408 DEB","1982-092AAT","50333"
"1982-092AAU","50334","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-31","97.55","82.93","878","405","","","0","SMALL","7929","1982","92","AAU","Y","COSMOS 1408 DEB","1982-092AAU","50334"
"1982-092AAV","50335","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.62","82.62","454","449","","","0","SMALL","7964","1982","92","AAV","Y","COSMOS 1408 DEB","1982-092AAV","50335"
"1982-092AAW","50336","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-02","88.21","82.72","196","176","","","0","SMALL","7928","1982","92","AAW","Y","COSMOS 1408 DEB","1982-092AAW","50336"
"1982-092AAX","50337","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.99","82.83","456","386","","","0","SMALL","7964","1982","92","AAX","Y","COSMOS 1408 DEB","1982-092AAX","50337"
"1982-092AAY","50338","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.78","82.54","447","375","","","0","SMALL","7965","1982","92","AAY","Y","COSMOS 1408 DEB","1982-092AAY","50338"
"1982-092AAZ","50339","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.30","82.59","454","418","","","0","SMALL","7965","1982","92","AAZ","Y","COSMOS 1408 DEB","1982-092AAZ","50339"
"1982-092AB","49538","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.39","82.28","661","414","","","0","MEDIUM","7965","1982","92","AB","Y","COSMOS 1408 DEB","1982-092AB","49538"
"1982-092ABA","50340","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.16","82.56","504","452","","","0","SMALL","7965","1982","92","ABA","Y","COSMOS 1408 DEB","1982-092ABA","50340"
"1982-092ABB","50341","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.26","82.68","451","417","","","0","SMALL","7965","1982","92","ABB","Y","COSMOS 1408 DEB","1982-092ABB","50341"
"1982-092ABC","50342","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.66","82.57","477","431","","","0","SMALL","7965","1982","92","ABC","Y","COSMOS 1408 DEB","1982-092ABC","50342"
"1982-092ABD","50343","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.97","82.62","503","434","","","0","SMALL","7965","1982","92","ABD","Y","COSMOS 1408 DEB","1982-092ABD","50343"
"1982-092ABE","50344","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.48","82.59","467","423","","","0","SMALL","7965","1982","92","ABE","Y","COSMOS 1408 DEB","1982-092ABE","50344"
"1982-092ABF","50345","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.20","82.54","463","400","","","0","SMALL","7965","1982","92","ABF","Y","COSMOS 1408 DEB","1982-092ABF","50345"
"1982-092ABG","50346","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.46","82.59","539","445","","","0","SMALL","7965","1982","92","ABG","Y","COSMOS 1408 DEB","1982-092ABG","50346"
"1982-092ABH","50347","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.48","82.62","425","368","","","0","SMALL","7965","1982","92","ABH","Y","COSMOS 1408 DEB","1982-092ABH","50347"
"1982-092ABJ","50348","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.63","82.51","547","455","","","0","SMALL","7965","1982","92","ABJ","Y","COSMOS 1408 DEB","1982-092ABJ","50348"
"1982-092ABK","50349","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.27","82.69","513","453","","","0","SMALL","7961","1982","92","ABK","Y","COSMOS 1408 DEB","1982-092ABK","50349"
"1982-092ABL","50350","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.66","82.63","577","427","","","0","SMALL","7965","1982","92","ABL","Y","COSMOS 1408 DEB","1982-092ABL","50350"
"1982-092ABM","50351","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.77","82.55","754","454","","","0","SMALL","7963","1982","92","ABM","Y","COSMOS 1408 DEB","1982-092ABM","50351"
"1982-092ABN","50352","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-11","89.79","82.13","280","248","","","0","SMALL","7939","1982","92","ABN","Y","COSMOS 1408 DEB","1982-092ABN","50352"
"1982-092ABP","50353","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2020-01-17","96.25","81.83","686","472","","","0","SMALL","7946","1982","92","ABP","Y","COSMOS 1408 DEB","1982-092ABP","50353"
"1982-092ABQ","50354","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.79","82.53","481","438","","","0","SMALL","7965","1982","92","ABQ","Y","COSMOS 1408 DEB","1982-092ABQ","50354"
"1982-092ABR","50355","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.00","82.58","490","451","","","0","SMALL","7965","1982","92","ABR","Y","COSMOS 1408 DEB","1982-092ABR","50355"
"1982-092ABS","50356","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.05","82.75","497","448","","","0","SMALL","7965","1982","92","ABS","Y","COSMOS 1408 DEB","1982-092ABS","50356"
"1982-092ABT","50357","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.26","82.65","516","449","","","0","SMALL","7965","1982","92","ABT","Y","COSMOS 1408 DEB","1982-092ABT","50357"
"1982-092ABU","50358","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.05","82.55","578","464","","","0","SMALL","7961","1982","92","ABU","Y","COSMOS 1408 DEB","1982-092ABU","50358"
"1982-092ABV","50359","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.45","82.59","538","446","","","0","SMALL","7965","1982","92","ABV","Y","COSMOS 1408 DEB","1982-092ABV","50359"
"1982-092ABW","50360","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.31","82.58","519","451","","","0","SMALL","7965","1982","92","ABW","Y","COSMOS 1408 DEB","1982-092ABW","50360"
"1982-092ABX","50361","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.86","82.57","583","441","","","0","SMALL","7965","1982","92","ABX","Y","COSMOS 1408 DEB","1982-092ABX","50361"
"1982-092ABY","50362","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.67","82.61","322","293","","","0","SMALL","7958","1982","92","ABY","Y","COSMOS 1408 DEB","1982-092ABY","50362"
"1982-092ABZ","50363","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.73","82.43","642","465","","","0","SMALL","7965","1982","92","ABZ","Y","COSMOS 1408 DEB","1982-092ABZ","50363"
"1982-092AC","49539","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","102.48","82.21","1284","468","","","0","SMALL","7960","1982","92","AC","Y","COSMOS 1408 DEB","1982-092AC","49539"
"1982-092ACA","50364","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.02","82.87","458","387","","","0","SMALL","7965","1982","92","ACA","Y","COSMOS 1408 DEB","1982-092ACA","50364"
"1982-092ACB","50365","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-22","96.00","81.89","659","475","","","0","SMALL","7951","1982","92","ACB","Y","COSMOS 1408 DEB","1982-092ACB","50365"
"1982-092ACC","50366","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.46","82.60","362","330","","","0","SMALL","7965","1982","92","ACC","Y","COSMOS 1408 DEB","1982-092ACC","50366"
"1982-092ACD","50367","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.34","82.38","464","315","","","0","SMALL","7965","1982","92","ACD","Y","COSMOS 1408 DEB","1982-092ACD","50367"
"1982-092ACE","50368","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.17","82.57","458","401","","","0","SMALL","7965","1982","92","ACE","Y","COSMOS 1408 DEB","1982-092ACE","50368"
"1982-092ACF","50369","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.10","82.51","497","453","","","0","SMALL","7965","1982","92","ACF","Y","COSMOS 1408 DEB","1982-092ACF","50369"
"1982-092ACG","50370","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.13","81.97","748","399","","","0","SMALL","7961","1982","92","ACG","Y","COSMOS 1408 DEB","1982-092ACG","50370"
"1982-092ACH","50371","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.82","82.61","571","449","","","0","SMALL","7965","1982","92","ACH","Y","COSMOS 1408 DEB","1982-092ACH","50371"
"1982-092ACJ","50372","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.44","82.63","355","336","","","0","SMALL","7965","1982","92","ACJ","Y","COSMOS 1408 DEB","1982-092ACJ","50372"
"1982-092ACK","50373","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.54","82.57","428","370","","","0","SMALL","7965","1982","92","ACK","Y","COSMOS 1408 DEB","1982-092ACK","50373"
"1982-092ACL","50374","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.23","82.63","463","402","","","0","SMALL","7964","1982","92","ACL","Y","COSMOS 1408 DEB","1982-092ACL","50374"
"1982-092ACM","50375","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.17","82.55","602","452","","","0","SMALL","7965","1982","92","ACM","Y","COSMOS 1408 DEB","1982-092ACM","50375"
"1982-092ACN","50376","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.95","82.60","449","389","","","0","SMALL","7965","1982","92","ACN","Y","COSMOS 1408 DEB","1982-092ACN","50376"
"1982-092ACP","50377","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.50","82.57","536","453","","","0","SMALL","7965","1982","92","ACP","Y","COSMOS 1408 DEB","1982-092ACP","50377"
"1982-092ACQ","50378","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.11","82.58","514","437","","","0","SMALL","7964","1982","92","ACQ","Y","COSMOS 1408 DEB","1982-092ACQ","50378"
"1982-092ACR","50379","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-25","93.43","81.68","509","376","","","0","SMALL","7922","1982","92","ACR","Y","COSMOS 1408 DEB","1982-092ACR","50379"
"1982-092ACS","50380","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2020-01-18","95.91","81.75","670","455","","","0","SMALL","7945","1982","92","ACS","Y","COSMOS 1408 DEB","1982-092ACS","50380"
"1982-092ACT","50381","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.48","82.68","433","359","","","0","SMALL","7965","1982","92","ACT","Y","COSMOS 1408 DEB","1982-092ACT","50381"
"1982-092ACU","50382","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.93","82.85","597","433","","","0","SMALL","7965","1982","92","ACU","Y","COSMOS 1408 DEB","1982-092ACU","50382"
"1982-092ACV","50383","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.48","82.98","584","404","","","0","SMALL","7965","1982","92","ACV","Y","COSMOS 1408 DEB","1982-092ACV","50383"
"1982-092ACW","50384","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.47","82.52","441","350","","","0","SMALL","7964","1982","92","ACW","Y","COSMOS 1408 DEB","1982-092ACW","50384"
"1982-092ACX","50385","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.63","82.59","424","383","","","0","SMALL","7965","1982","92","ACX","Y","COSMOS 1408 DEB","1982-092ACX","50385"
"1982-092ACY","50386","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.83","82.67","441","385","","","0","SMALL","7965","1982","92","ACY","Y","COSMOS 1408 DEB","1982-092ACY","50386"
"1982-092ACZ","50387","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-01","90.69","82.63","330","286","","","0","SMALL","7928","1982","92","ACZ","Y","COSMOS 1408 DEB","1982-092ACZ","50387"
"1982-092AD","49540","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.16","83.11","801","445","","","0","MEDIUM","7965","1982","92","AD","Y","COSMOS 1408 DEB","1982-092AD","49540"
"1982-092ADA","50388","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.21","82.49","388","378","","","0","SMALL","7965","1982","92","ADA","Y","COSMOS 1408 DEB","1982-092ADA","50388"
"1982-092ADB","50389","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.10","82.60","587","459","","","0","SMALL","7965","1982","92","ADB","Y","COSMOS 1408 DEB","1982-092ADB","50389"
"1982-092ADC","50390","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.84","82.56","673","446","","","0","SMALL","7965","1982","92","ADC","Y","COSMOS 1408 DEB","1982-092ADC","50390"
"1982-092ADD","50391","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.82","82.60","417","408","","","0","SMALL","7965","1982","92","ADD","Y","COSMOS 1408 DEB","1982-092ADD","50391"
"1982-092ADE","50392","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.03","82.61","551","392","","","0","SMALL","7965","1982","92","ADE","Y","COSMOS 1408 DEB","1982-092ADE","50392"
"1982-092ADF","50393","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.05","82.68","489","456","","","0","SMALL","7963","1982","92","ADF","Y","COSMOS 1408 DEB","1982-092ADF","50393"
"1982-092ADG","50394","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.22","82.65","517","444","","","0","SMALL","7964","1982","92","ADG","Y","COSMOS 1408 DEB","1982-092ADG","50394"
"1982-092ADH","50395","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","99.49","82.31","1094","374","","","0","SMALL","7965","1982","92","ADH","Y","COSMOS 1408 DEB","1982-092ADH","50395"
"1982-092ADJ","50396","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.54","82.88","549","444","","","0","SMALL","7963","1982","92","ADJ","Y","COSMOS 1408 DEB","1982-092ADJ","50396"
"1982-092ADK","50397","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.74","82.78","387","333","","","0","SMALL","7965","1982","92","ADK","Y","COSMOS 1408 DEB","1982-092ADK","50397"
"1982-092ADL","50398","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","99.24","83.05","1067","378","","","0","SMALL","7965","1982","92","ADL","Y","COSMOS 1408 DEB","1982-092ADL","50398"
"1982-092ADM","50399","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.24","82.56","461","405","","","0","SMALL","7965","1982","92","ADM","Y","COSMOS 1408 DEB","1982-092ADM","50399"
"1982-092ADN","50400","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.47","83.02","471","417","","","0","SMALL","7965","1982","92","ADN","Y","COSMOS 1408 DEB","1982-092ADN","50400"
"1982-092ADP","50401","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.17","82.57","445","414","","","0","SMALL","7965","1982","92","ADP","Y","COSMOS 1408 DEB","1982-092ADP","50401"
"1982-092ADQ","50402","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.96","83.09","484","453","","","0","SMALL","7965","1982","92","ADQ","Y","COSMOS 1408 DEB","1982-092ADQ","50402"
"1982-092ADR","50403","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","89.51","83.66","259","241","","","0","SMALL","7965","1982","92","ADR","Y","COSMOS 1408 DEB","1982-092ADR","50403"
"1982-092ADS","50404","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","102.74","82.28","1310","467","","","0","SMALL","7965","1982","92","ADS","Y","COSMOS 1408 DEB","1982-092ADS","50404"
"1982-092ADT","50405","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","103.03","82.19","1416","388","","","0","SMALL","7964","1982","92","ADT","Y","COSMOS 1408 DEB","1982-092ADT","50405"
"1982-092ADU","50406","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.74","82.55","578","434","","","0","SMALL","7965","1982","92","ADU","Y","COSMOS 1408 DEB","1982-092ADU","50406"
"1982-092ADV","50407","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.78","82.49","555","461","","","0","SMALL","7964","1982","92","ADV","Y","COSMOS 1408 DEB","1982-092ADV","50407"
"1982-092ADW","50408","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.22","82.58","508","453","","","0","SMALL","7965","1982","92","ADW","Y","COSMOS 1408 DEB","1982-092ADW","50408"
"1982-092ADX","50409","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.40","82.61","627","449","","","0","SMALL","7963","1982","92","ADX","Y","COSMOS 1408 DEB","1982-092ADX","50409"
"1982-092ADY","50410","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-01","88.78","82.80","224","204","","","0","SMALL","7959","1982","92","ADY","Y","COSMOS 1408 DEB","1982-092ADY","50410"
"1982-092ADZ","50411","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.39","82.61","424","360","","","0","SMALL","7965","1982","92","ADZ","Y","COSMOS 1408 DEB","1982-092ADZ","50411"
"1982-092AE","49541","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.88","82.81","660","462","","","0","MEDIUM","7965","1982","92","AE","Y","COSMOS 1408 DEB","1982-092AE","49541"
"1982-092AEA","50412","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.80","82.61","491","430","","","0","SMALL","7965","1982","92","AEA","Y","COSMOS 1408 DEB","1982-092AEA","50412"
"1982-092AEB","50413","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.00","82.53","488","453","","","0","SMALL","7965","1982","92","AEB","Y","COSMOS 1408 DEB","1982-092AEB","50413"
"1982-092AEC","50414","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.48","82.79","368","326","","","0","SMALL","7965","1982","92","AEC","Y","COSMOS 1408 DEB","1982-092AEC","50414"
"1982-092AED","50415","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.60","82.60","563","435","","","0","SMALL","7965","1982","92","AED","Y","COSMOS 1408 DEB","1982-092AED","50415"
"1982-092AEE","50416","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.09","82.61","344","312","","","0","SMALL","7958","1982","92","AEE","Y","COSMOS 1408 DEB","1982-092AEE","50416"
"1982-092AEF","50417","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.89","82.54","565","462","","","0","SMALL","7964","1982","92","AEF","Y","COSMOS 1408 DEB","1982-092AEF","50417"
"1982-092AEG","50418","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.96","82.56","506","431","","","0","SMALL","7965","1982","92","AEG","Y","COSMOS 1408 DEB","1982-092AEG","50418"
"1982-092AEH","50419","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-31","90.39","82.54","307","281","","","0","SMALL","7960","1982","92","AEH","Y","COSMOS 1408 DEB","1982-092AEH","50419"
"1982-092AEJ","50420","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.73","82.47","484","430","","","0","SMALL","7964","1982","92","AEJ","Y","COSMOS 1408 DEB","1982-092AEJ","50420"
"1982-092AEK","50421","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.28","82.52","449","421","","","0","SMALL","7965","1982","92","AEK","Y","COSMOS 1408 DEB","1982-092AEK","50421"
"1982-092AEL","50422","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.66","82.57","463","444","","","0","SMALL","7964","1982","92","AEL","Y","COSMOS 1408 DEB","1982-092AEL","50422"
"1982-092AEM","50423","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.29","82.46","755","407","","","0","SMALL","7962","1982","92","AEM","Y","COSMOS 1408 DEB","1982-092AEM","50423"
"1982-092AEN","50424","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.98","82.51","708","424","","","0","SMALL","7965","1982","92","AEN","Y","COSMOS 1408 DEB","1982-092AEN","50424"
"1982-092AEP","50425","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.35","82.85","458","419","","","0","SMALL","7965","1982","92","AEP","Y","COSMOS 1408 DEB","1982-092AEP","50425"
"1982-092AEQ","50426","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.42","82.57","520","462","","","0","SMALL","7965","1982","92","AEQ","Y","COSMOS 1408 DEB","1982-092AEQ","50426"
"1982-092AER","50427","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.14","82.60","394","365","","","0","SMALL","7965","1982","92","AER","Y","COSMOS 1408 DEB","1982-092AER","50427"
"1982-092AES","50428","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.93","82.62","504","428","","","0","SMALL","7965","1982","92","AES","Y","COSMOS 1408 DEB","1982-092AES","50428"
"1982-092AET","50429","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-16","96.27","81.83","685","475","","","0","SMALL","7946","1982","92","AET","Y","COSMOS 1408 DEB","1982-092AET","50429"
"1982-092AEU","50430","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.70","82.54","548","461","","","0","SMALL","7965","1982","92","AEU","Y","COSMOS 1408 DEB","1982-092AEU","50430"
"1982-092AEV","50431","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.29","82.50","518","451","","","0","SMALL","7965","1982","92","AEV","Y","COSMOS 1408 DEB","1982-092AEV","50431"
"1982-092AEW","50432","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.43","82.58","470","415","","","0","SMALL","7965","1982","92","AEW","Y","COSMOS 1408 DEB","1982-092AEW","50432"
"1982-092AEX","50433","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.79","82.60","518","402","","","0","SMALL","7965","1982","92","AEX","Y","COSMOS 1408 DEB","1982-092AEX","50433"
