INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092BKD","51432","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.59","82.38","458","345","","","0","SMALL","7957","1982","92","BKD","Y","COSMOS 1408 DEB","1982-092BKD","51432"
"1982-092BKE","51433","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","89.56","82.79","263","243","","","0","SMALL","7965","1982","92","BKE","Y","COSMOS 1408 DEB","1982-092BKE","51433"
"1982-092BKF","51434","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.31","82.58","460","413","","","0","SMALL","7965","1982","92","BKF","Y","COSMOS 1408 DEB","1982-092BKF","51434"
"1982-092BKG","51435","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.16","82.56","589","464","","","0","SMALL","7956","1982","92","BKG","Y","COSMOS 1408 DEB","1982-092BKG","51435"
"1982-092BKH","51436","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.11","82.52","491","459","","","0","SMALL","7965","1982","92","BKH","Y","COSMOS 1408 DEB","1982-092BKH","51436"
"1982-092BKJ","51437","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.48","82.54","477","413","","","0","SMALL","7964","1982","92","BKJ","Y","COSMOS 1408 DEB","1982-092BKJ","51437"
"1982-092BKK","51289","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.96","82.61","596","438","","","0","SMALL","7965","1982","92","BKK","Y","COSMOS 1408 DEB","1982-092BKK","51289"
"1982-092BKK","51512","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.07","82.81","692","449","","","0","SMALL","7965","1982","92","BKK","Y","COSMOS 1408 DEB","1982-092BKK","51512"
"1982-092BKL","51438","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.73","82.61","449","367","","","0","SMALL","7965","1982","92","BKL","Y","COSMOS 1408 DEB","1982-092BKL","51438"
"1982-092BKL","51513","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.81","82.51","337","292","","","0","","7965","1982","92","BKL","Y","COSMOS 1408 DEB","1982-092BKL","51513"
"1982-092BKM","51514","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.74","82.60","570","442","","","0","","7965","1982","92","BKM","Y","COSMOS 1408 DEB","1982-092BKM","51514"
"1982-092BKN","51515","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.49","82.56","630","454","","","0","SMALL","7964","1982","92","BKN","Y","COSMOS 1408 DEB","1982-092BKN","51515"
"1982-092BKP","51516","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.37","82.56","463","416","","","0","SMALL","7965","1982","92","BKP","Y","COSMOS 1408 DEB","1982-092BKP","51516"
"1982-092BKQ","51517","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.51","82.59","590","400","","","0","SMALL","7965","1982","92","BKQ","Y","COSMOS 1408 DEB","1982-092BKQ","51517"
"1982-092BKR","51518","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.45","82.59","477","409","","","0","","7965","1982","92","BKR","Y","COSMOS 1408 DEB","1982-092BKR","51518"
"1982-092BKS","51519","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.52","82.60","538","452","","","0","","7965","1982","92","BKS","Y","COSMOS 1408 DEB","1982-092BKS","51519"
"1982-092BKT","51520","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.88","82.59","615","411","","","0","SMALL","7965","1982","92","BKT","Y","COSMOS 1408 DEB","1982-092BKT","51520"
"1982-092BKU","51521","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.05","82.61","623","419","","","0","SMALL","7965","1982","92","BKU","Y","COSMOS 1408 DEB","1982-092BKU","51521"
"1982-092BKV","51522","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.33","82.67","527","444","","","0","SMALL","7965","1982","92","BKV","Y","COSMOS 1408 DEB","1982-092BKV","51522"
"1982-092BKW","51523","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.13","82.58","491","461","","","0","","7965","1982","92","BKW","Y","COSMOS 1408 DEB","1982-092BKW","51523"
"1982-092BKX","51524","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.16","82.55","409","352","","","0","","7965","1982","92","BKX","Y","COSMOS 1408 DEB","1982-092BKX","51524"
"1982-092BKY","51525","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.78","82.59","492","426","","","0","","7965","1982","92","BKY","Y","COSMOS 1408 DEB","1982-092BKY","51525"
"1982-092BKZ","51526","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.52","82.48","475","419","","","0","SMALL","7965","1982","92","BKZ","Y","COSMOS 1408 DEB","1982-092BKZ","51526"
"1982-092BL","49571","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","99.88","82.01","1051","454","","","0","SMALL","7965","1982","92","BL","Y","COSMOS 1408 DEB","1982-092BL","49571"
"1982-092BLA","51527","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.60","82.51","369","337","","","0","SMALL","7964","1982","92","BLA","Y","COSMOS 1408 DEB","1982-092BLA","51527"
"1982-092BLB","51528","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.59","83.00","643","451","","","0","SMALL","7965","1982","92","BLB","Y","COSMOS 1408 DEB","1982-092BLB","51528"
"1982-092BLC","51529","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.23","82.59","407","361","","","0","SMALL","7965","1982","92","BLC","Y","COSMOS 1408 DEB","1982-092BLC","51529"
"1982-092BLD","51530","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.46","82.53","487","401","","","0","SMALL","7965","1982","92","BLD","Y","COSMOS 1408 DEB","1982-092BLD","51530"
"1982-092BLE","51531","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.80","82.59","500","421","","","0","SMALL","7965","1982","92","BLE","Y","COSMOS 1408 DEB","1982-092BLE","51531"
"1982-092BLF","51532","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.81","82.50","576","443","","","0","SMALL","7965","1982","92","BLF","Y","COSMOS 1408 DEB","1982-092BLF","51532"
"1982-092BLG","51533","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.56","82.46","490","407","","","0","SMALL","7965","1982","92","BLG","Y","COSMOS 1408 DEB","1982-092BLG","51533"
"1982-092BLJ","51534","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.23","82.59","524","439","","","0","SMALL","7965","1982","92","BLJ","Y","COSMOS 1408 DEB","1982-092BLJ","51534"
"1982-092BLK","51535","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.86","82.60","486","441","","","0","SMALL","7965","1982","92","BLK","Y","COSMOS 1408 DEB","1982-092BLK","51535"
"1982-092BLL","51536","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.09","82.57","513","436","","","0","SMALL","7965","1982","92","BLL","Y","COSMOS 1408 DEB","1982-092BLL","51536"
"1982-092BLM","51537","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.78","82.59","380","344","","","0","SMALL","7965","1982","92","BLM","Y","COSMOS 1408 DEB","1982-092BLM","51537"
"1982-092BLN","51538","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.23","82.64","464","401","","","0","SMALL","7965","1982","92","BLN","Y","COSMOS 1408 DEB","1982-092BLN","51538"
"1982-092BLP","51539","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.50","82.53","529","459","","","0","SMALL","7965","1982","92","BLP","Y","COSMOS 1408 DEB","1982-092BLP","51539"
"1982-092BLQ","51540","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.37","82.54","713","456","","","0","SMALL","7965","1982","92","BLQ","Y","COSMOS 1408 DEB","1982-092BLQ","51540"
"1982-092BLR","51541","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.64","82.57","546","456","","","0","SMALL","7965","1982","92","BLR","Y","COSMOS 1408 DEB","1982-092BLR","51541"
"1982-092BLS","51542","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.54","82.63","435","363","","","0","SMALL","7965","1982","92","BLS","Y","COSMOS 1408 DEB","1982-092BLS","51542"
"1982-092BLT","51543","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.14","82.60","514","440","","","0","SMALL","7965","1982","92","BLT","Y","COSMOS 1408 DEB","1982-092BLT","51543"
"1982-092BLU","51544","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.97","82.58","677","454","","","0","SMALL","7965","1982","92","BLU","Y","COSMOS 1408 DEB","1982-092BLU","51544"
"1982-092BLV","51545","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.07","82.56","496","451","","","0","SMALL","7965","1982","92","BLV","Y","COSMOS 1408 DEB","1982-092BLV","51545"
"1982-092BLW","51546","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.66","82.60","477","430","","","0","SMALL","7965","1982","92","BLW","Y","COSMOS 1408 DEB","1982-092BLW","51546"
"1982-092BLX","51547","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.52","82.50","626","461","","","0","SMALL","7965","1982","92","BLX","Y","COSMOS 1408 DEB","1982-092BLX","51547"
"1982-092BLY","51548","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.39","82.47","633","442","","","0","SMALL","7965","1982","92","BLY","Y","COSMOS 1408 DEB","1982-092BLY","51548"
"1982-092BLZ","51549","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.65","82.57","457","352","","","0","SMALL","7965","1982","92","BLZ","Y","COSMOS 1408 DEB","1982-092BLZ","51549"
"1982-092BM","49572","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","99.64","81.78","1022","461","","","0","SMALL","7963","1982","92","BM","Y","COSMOS 1408 DEB","1982-092BM","49572"
"1982-092BMA","51550","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.90","82.60","494","436","","","0","SMALL","7965","1982","92","BMA","Y","COSMOS 1408 DEB","1982-092BMA","51550"
"1982-092BMB","51551","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.60","82.84","443","361","","","0","SMALL","7965","1982","92","BMB","Y","COSMOS 1408 DEB","1982-092BMB","51551"
"1982-092BMC","51552","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.71","82.50","470","443","","","0","SMALL","7965","1982","92","BMC","Y","COSMOS 1408 DEB","1982-092BMC","51552"
"1982-092BMD","51553","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.79","82.85","425","397","","","0","SMALL","7965","1982","92","BMD","Y","COSMOS 1408 DEB","1982-092BMD","51553"
"1982-092BME","51554","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.83","82.42","382","346","","","0","SMALL","7965","1982","92","BME","Y","COSMOS 1408 DEB","1982-092BME","51554"
"1982-092BMF","51555","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.86","82.77","476","451","","","0","SMALL","7965","1982","92","BMF","Y","COSMOS 1408 DEB","1982-092BMF","51555"
"1982-092BMG","51556","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.58","82.52","720","374","","","0","SMALL","7965","1982","92","BMG","Y","COSMOS 1408 DEB","1982-092BMG","51556"
"1982-092BMH","51557","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.35","82.57","747","421","","","0","SMALL","7965","1982","92","BMH","Y","COSMOS 1408 DEB","1982-092BMH","51557"
"1982-092BMJ","51558","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.92","82.58","575","455","","","0","SMALL","7965","1982","92","BMJ","Y","COSMOS 1408 DEB","1982-092BMJ","51558"
"1982-092BMK","51559","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.34","82.58","628","442","","","0","SMALL","7965","1982","92","BMK","Y","COSMOS 1408 DEB","1982-092BMK","51559"
"1982-092BML","51560","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.35","82.65","621","450","","","0","SMALL","7965","1982","92","BML","Y","COSMOS 1408 DEB","1982-092BML","51560"
"1982-092BMM","51561","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.38","82.59","820","446","","","0","SMALL","7965","1982","92","BMM","Y","COSMOS 1408 DEB","1982-092BMM","51561"
"1982-092BMN","51562","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.78","82.61","661","451","","","0","SMALL","7965","1982","92","BMN","Y","COSMOS 1408 DEB","1982-092BMN","51562"
"1982-092BMP","51563","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.84","82.76","590","432","","","0","SMALL","7965","1982","92","BMP","Y","COSMOS 1408 DEB","1982-092BMP","51563"
"1982-092BMQ","51564","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.12","82.52","694","451","","","0","SMALL","7965","1982","92","BMQ","Y","COSMOS 1408 DEB","1982-092BMQ","51564"
"1982-092BMR","51565","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.54","82.61","586","407","","","0","SMALL","7965","1982","92","BMR","Y","COSMOS 1408 DEB","1982-092BMR","51565"
"1982-092BMS","51566","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.79","82.87","553","464","","","0","SMALL","7965","1982","92","BMS","Y","COSMOS 1408 DEB","1982-092BMS","51566"
"1982-092BMT","51567","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.73","82.60","439","377","","","0","","7965","1982","92","BMT","Y","COSMOS 1408 DEB","1982-092BMT","51567"
"1982-092BMU","51568","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","98.75","82.61","960","437","","","0","SMALL","7965","1982","92","BMU","Y","COSMOS 1408 DEB","1982-092BMU","51568"
"1982-092BMV","51569","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.00","82.58","491","450","","","0","SMALL","7965","1982","92","BMV","Y","COSMOS 1408 DEB","1982-092BMV","51569"
"1982-092BMW","51570","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.64","82.60","468","438","","","0","SMALL","7965","1982","92","BMW","Y","COSMOS 1408 DEB","1982-092BMW","51570"
"1982-092BMX","51571","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.84","82.61","495","430","","","0","SMALL","7965","1982","92","BMX","Y","COSMOS 1408 DEB","1982-092BMX","51571"
"1982-092BMY","51572","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","100.89","82.63","1164","438","","","0","SMALL","7965","1982","92","BMY","Y","COSMOS 1408 DEB","1982-092BMY","51572"
"1982-092BMZ","51573","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.68","82.62","569","437","","","0","SMALL","7965","1982","92","BMZ","Y","COSMOS 1408 DEB","1982-092BMZ","51573"
"1982-092BN","49573","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.35","82.56","493","384","","","0","SMALL","7965","1982","92","BN","Y","COSMOS 1408 DEB","1982-092BN","49573"
"1982-092BNA","51574","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.02","82.63","591","448","","","0","SMALL","7965","1982","92","BNA","Y","COSMOS 1408 DEB","1982-092BNA","51574"
"1982-092BNB","51575","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.22","82.78","443","421","","","0","SMALL","7965","1982","92","BNB","Y","COSMOS 1408 DEB","1982-092BNB","51575"
"1982-092BNC","51576","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.30","82.59","615","451","","","0","SMALL","7965","1982","92","BNC","Y","COSMOS 1408 DEB","1982-092BNC","51576"
"1982-092BND","51577","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.67","82.52","581","424","","","0","SMALL","7965","1982","92","BND","Y","COSMOS 1408 DEB","1982-092BND","51577"
"1982-092BNE","51578","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.74","82.60","570","442","","","0","SMALL","7965","1982","92","BNE","Y","COSMOS 1408 DEB","1982-092BNE","51578"
"1982-092BNF","51579","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.82","82.50","554","465","","","0","SMALL","7965","1982","92","BNF","Y","COSMOS 1408 DEB","1982-092BNF","51579"
"1982-092BNG","51580","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.47","82.53","474","415","","","0","SMALL","7965","1982","92","BNG","Y","COSMOS 1408 DEB","1982-092BNG","51580"
"1982-092BNH","51581","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.79","82.56","565","452","","","0","SMALL","7965","1982","92","BNH","Y","COSMOS 1408 DEB","1982-092BNH","51581"
"1982-092BNJ","51582","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.23","82.57","602","458","","","0","SMALL","7965","1982","92","BNJ","Y","COSMOS 1408 DEB","1982-092BNJ","51582"
"1982-092BNK","51583","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.02","82.63","503","439","","","0","SMALL","7965","1982","92","BNK","Y","COSMOS 1408 DEB","1982-092BNK","51583"
"1982-092BNL","51584","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.63","82.54","495","409","","","0","SMALL","7965","1982","92","BNL","Y","COSMOS 1408 DEB","1982-092BNL","51584"
"1982-092BNM","51585","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.57","82.89","779","410","","","0","SMALL","7965","1982","92","BNM","Y","COSMOS 1408 DEB","1982-092BNM","51585"
"1982-092BNN","51586","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.07","82.56","515","432","","","0","SMALL","7965","1982","92","BNN","Y","COSMOS 1408 DEB","1982-092BNN","51586"
"1982-092BNP","51587","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.26","82.56","508","457","","","0","SMALL","7965","1982","92","BNP","Y","COSMOS 1408 DEB","1982-092BNP","51587"
"1982-092BNQ","51588","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.20","82.70","465","397","","","0","SMALL","7965","1982","92","BNQ","Y","COSMOS 1408 DEB","1982-092BNQ","51588"
"1982-092BNR","51589","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.74","82.57","475","440","","","0","SMALL","7965","1982","92","BNR","Y","COSMOS 1408 DEB","1982-092BNR","51589"
"1982-092BNS","51590","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.99","82.61","622","414","","","0","","7965","1982","92","BNS","Y","COSMOS 1408 DEB","1982-092BNS","51590"
"1982-092BNT","51591","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.05","82.61","511","434","","","0","SMALL","7965","1982","92","BNT","Y","COSMOS 1408 DEB","1982-092BNT","51591"
"1982-092BNU","51592","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.87","82.53","578","446","","","0","SMALL","7965","1982","92","BNU","Y","COSMOS 1408 DEB","1982-092BNU","51592"
"1982-092BNV","51593","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.68","82.58","861","434","","","0","","7965","1982","92","BNV","Y","COSMOS 1408 DEB","1982-092BNV","51593"
"1982-092BNW","51594","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.88","82.55","489","439","","","0","SMALL","7965","1982","92","BNW","Y","COSMOS 1408 DEB","1982-092BNW","51594"
"1982-092BNX","51595","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.22","82.55","501","461","","","0","SMALL","7965","1982","92","BNX","Y","COSMOS 1408 DEB","1982-092BNX","51595"
"1982-092BNY","51596","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.14","82.56","610","440","","","0","","7965","1982","92","BNY","Y","COSMOS 1408 DEB","1982-092BNY","51596"
"1982-092BNZ","51597","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.62","82.57","469","434","","","0","SMALL","7965","1982","92","BNZ","Y","COSMOS 1408 DEB","1982-092BNZ","51597"
"1982-092BP","49574","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.92","81.73","508","424","","","0","SMALL","7965","1982","92","BP","Y","COSMOS 1408 DEB","1982-092BP","49574"
"1982-092BPA","51598","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.96","83.64","880","442","","","0","","7965","1982","92","BPA","Y","COSMOS 1408 DEB","1982-092BPA","51598"
"1982-092BPB","51599","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.24","82.62","502","462","","","0","SMALL","7965","1982","92","BPB","Y","COSMOS 1408 DEB","1982-092BPB","51599"
"1982-092BPC","51600","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.51","82.54","562","428","","","0","SMALL","7965","1982","92","BPC","Y","COSMOS 1408 DEB","1982-092BPC","51600"
"1982-092BPD","51601","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.40","82.58","547","432","","","0","","7965","1982","92","BPD","Y","COSMOS 1408 DEB","1982-092BPD","51601"
"1982-092BPE","51602","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.06","82.59","504","442","","","0","SMALL","7965","1982","92","BPE","Y","COSMOS 1408 DEB","1982-092BPE","51602"
"1982-092BPF","51603","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.06","82.70","391","360","","","0","SMALL","7965","1982","92","BPF","Y","COSMOS 1408 DEB","1982-092BPF","51603"
"1982-092BPG","51604","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.45","82.49","646","435","","","0","","7965","1982","92","BPG","Y","COSMOS 1408 DEB","1982-092BPG","51604"
"1982-092BPH","51605","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.20","82.52","499","461","","","0","","7965","1982","92","BPH","Y","COSMOS 1408 DEB","1982-092BPH","51605"
"1982-092BPJ","51606","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.37","82.52","412","369","","","0","","7965","1982","92","BPJ","Y","COSMOS 1408 DEB","1982-092BPJ","51606"
"1982-092BPK","51607","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.37","82.62","574","402","","","0","","7965","1982","92","BPK","Y","COSMOS 1408 DEB","1982-092BPK","51607"
"1982-092BPL","51608","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.94","82.85","398","341","","","0","SMALL","7965","1982","92","BPL","Y","COSMOS 1408 DEB","1982-092BPL","51608"
"1982-092BPM","51609","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.72","82.62","572","438","","","0","SMALL","7965","1982","92","BPM","Y","COSMOS 1408 DEB","1982-092BPM","51609"
"1982-092BPN","51610","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.26","82.61","503","463","","","0","SMALL","7965","1982","92","BPN","Y","COSMOS 1408 DEB","1982-092BPN","51610"
"1982-092BPP","51611","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.12","82.61","495","456","","","0","SMALL","7965","1982","92","BPP","Y","COSMOS 1408 DEB","1982-092BPP","51611"
"1982-092BPQ","51612","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.49","83.21","527","461","","","0","SMALL","7965","1982","92","BPQ","Y","COSMOS 1408 DEB","1982-092BPQ","51612"
"1982-092BPR","51613","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.61","82.50","463","438","","","0","SMALL","7965","1982","92","BPR","Y","COSMOS 1408 DEB","1982-092BPR","51613"
"1982-092BPS","51614","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.56","82.72","469","428","","","0","SMALL","7965","1982","92","BPS","Y","COSMOS 1408 DEB","1982-092BPS","51614"
"1982-092BPT","51615","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.34","82.72","452","423","","","0","SMALL","7965","1982","92","BPT","Y","COSMOS 1408 DEB","1982-092BPT","51615"
"1982-092BPU","51616","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","98.79","81.24","709","692","","","0","SMALL","7965","1982","92","BPU","Y","COSMOS 1408 DEB","1982-092BPU","51616"
"1982-092BPV","51617","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.97","82.63","686","445","","","0","SMALL","7965","1982","92","BPV","Y","COSMOS 1408 DEB","1982-092BPV","51617"
"1982-092BPW","51618","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.15","82.65","596","456","","","0","SMALL","7965","1982","92","BPW","Y","COSMOS 1408 DEB","1982-092BPW","51618"
"1982-092BPX","51619","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.48","82.36","626","457","","","0","SMALL","7965","1982","92","BPX","Y","COSMOS 1408 DEB","1982-092BPX","51619"
"1982-092BPY","51620","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.35","82.92","610","461","","","0","SMALL","7965","1982","92","BPY","Y","COSMOS 1408 DEB","1982-092BPY","51620"
"1982-092BPZ","51621","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.39","82.29","459","324","","","0","SMALL","7965","1982","92","BPZ","Y","COSMOS 1408 DEB","1982-092BPZ","51621"
"1982-092BQ","49575","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-29","91.17","82.90","363","301","","","0","MEDIUM","7956","1982","92","BQ","Y","COSMOS 1408 DEB","1982-092BQ","49575"
"1982-092BR","49576","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.17","82.60","516","440","","","0","MEDIUM","7965","1982","92","BR","Y","COSMOS 1408 DEB","1982-092BR","49576"
